,id,timestamp,hour,day,month,datetime,timezone,source,destination,cab_type,product_id,name,price,distance,surge_multiplier,latitude,longitude,temperature,apparentTemperature,short_summary,long_summary,precipIntensity,precipProbability,humidity,windSpeed,windGust,windGustTime,visibility,temperatureHigh,temperatureHighTime,temperatureLow,temperatureLowTime,apparentTemperatureHigh,apparentTemperatureHighTime,apparentTemperatureLow,apparentTemperatureLowTime,icon,dewPoint,pressure,windBearing,cloudCover,uvIndex,visibility.1,ozone,sunriseTime,sunsetTime,moonPhase,precipIntensityMax,uvIndexTime,temperatureMin,temperatureMinTime,temperatureMax,temperatureMaxTime,apparentTemperatureMin,apparentTemperatureMinTime,apparentTemperatureMax,apparentTemperatureMaxTime
1785,a4ef5af2-efcd-4974-9149-dcf02a2e7ee8,1544740207.0,22.0,13.0,12.0,12/13/18 22:30,America/New_York,Northeastern University,West End,Uber,6c84fd89-3f11-4782-9b50-97c468b19529,Black,21.5,2.86,1.0,42.3644,-71.0661,31.98,31.98, Mostly Cloudy , Partly cloudy throughout the day. ,0.0,0.0,0.61,1.98,3.86,1544738400.0,10.0,33.81,1544731200.0,27.05,1544781600.0,32.82,1544734800.0,27.7,1544781600.0, partly-cloudy-night ,19.94,1034.76,161.0,0.71,0.0,10.0,328.5,1544702794.0,1544735602.0,0.21,0.0001,1544716800.0,17.91,1544688000.0,33.81,1544731200.0,13.47,1544688000.0,32.82,1544734800.0
1786,b64e369b-b9ae-4976-917a-1aefb0b7392e,1543347025.0,19.0,27.0,11.0,11/27/18 19:30,America/New_York,Northeastern University,Back Bay,Lyft,lyft_line,Shared,5.0,1.44,1.0,42.3661,-71.0631,42.95,37.54, Mostly Cloudy , Light rain in the morning. ,0.0,0.0,0.72,9.42,13.8,1543338000.0,10.0,46.83,1543320000.0,33.75,1543399200.0,43.85,1543320000.0,29.97,1543399200.0, partly-cloudy-day ,34.56,990.25,257.0,0.81,0.0,10.0,313.6,1543319471.0,1543353345.0,0.68,0.1433,1543338000.0,36.13,1543377600.0,46.83,1543320000.0,32.05,1543377600.0,43.85,1543320000.0
1788,b04adc89-7b82-4534-aa78-3ca73756a0bd,1543310662.0,9.0,27.0,11.0,11/27/18 09:24,America/New_York,South Station,West End,Uber,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,13.5,1.7,1.0,42.3503,-71.081,44.88,40.15, Light Rain , Light rain in the morning. ,0.0786,1.0,0.93,8.86,15.23,1543338000.0,3.522,46.91,1543320000.0,33.82,1543399200.0,44.01,1543320000.0,30.19,1543399200.0, rain ,43.03,991.89,67.0,1.0,0.0,3.522,291.2,1543319472.0,1543353352.0,0.68,0.1425,1543338000.0,36.34,1543377600.0,46.91,1543320000.0,32.43,1543377600.0,44.01,1543320000.0
1789,7641fa9d-ca40-4ca7-b110-2e21d81dee0c,1544738105.0,21.0,13.0,12.0,12/13/18 21:55,America/New_York,Theatre District,Northeastern University,Uber,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,12.5,1.81,1.0,42.3429,-71.1003,32.6,32.6, Mostly Cloudy , Partly cloudy throughout the day. ,0.0,0.0,0.58,1.87,3.49,1544738400.0,10.0,33.78,1544731200.0,26.58,1544788800.0,33.11,1544731200.0,27.23,1544788800.0, partly-cloudy-night ,19.3,1034.39,130.0,0.71,0.0,10.0,328.9,1544702798.0,1544735614.0,0.21,0.0001,1544720400.0,17.85,1544688000.0,33.78,1544731200.0,13.73,1544688000.0,33.11,1544731200.0
1790,afbebb63-55ab-4908-b6a4-b097ca2db1ef,1543505579.0,15.0,29.0,11.0,11/29/18 15:32,America/New_York,Boston University,Back Bay,Lyft,lyft_luxsuv,Lux Black XL,26.0,1.53,1.0,42.3519,-71.0551,43.0,37.07, Partly Cloudy , Partly cloudy throughout the day. ,0.0,0.0,0.54,10.72,14.22,1543514400.0,9.931,44.76,1543510800.0,28.78,1543579200.0,38.44,1543510800.0,26.32,1543575600.0, partly-cloudy-day ,27.34,1006.43,313.0,0.49,1.0,9.931,326.8,1543492400.0,1543526095.0,0.75,0.0,1543510800.0,35.12,1543550400.0,44.76,1543510800.0,30.85,1543550400.0,38.44,1543510800.0
1791,37323369-9f33-4183-adfa-3bd819093bf0,1544896806.0,18.0,15.0,12.0,12/15/18 18:00,America/New_York,Beacon Hill,Fenway,Lyft,lyft_luxsuv,Lux Black XL,27.5,2.4,1.0,42.3588,-71.0707,53.51,53.51, Partly Cloudy , Mostly cloudy throughout the day. ,0.0,0.0,0.67,2.92,4.3,1544918400.0,9.503,54.29,1544896800.0,39.01,1544954400.0,53.62,1544896800.0,35.18,1544954400.0, partly-cloudy-day ,42.99,1020.54,313.0,0.25,1.0,9.503,301.2,1544875681.0,1544908429.0,0.27,0.0077,1544893200.0,39.8,1544929200.0,54.29,1544896800.0,36.78,1544929200.0,53.62,1544896800.0
1792,79560cd3-b07c-4f42-82d4-e953074328b6,1543360164.0,23.0,27.0,11.0,11/27/18 23:09,America/New_York,North Station,South Station,Uber,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,10.5,2.12,1.0,42.3505,-71.1054,40.38,35.18, Partly Cloudy , Light rain in the morning. ,0.0,0.0,0.71,7.73,11.57,1543305600.0,10.0,46.74,1543320000.0,33.82,1543399200.0,43.93,1543320000.0,30.36,1543399200.0, partly-cloudy-night ,31.61,991.84,252.0,0.13,0.0,10.0,308.4,1543319478.0,1543353358.0,0.68,0.1438,1543338000.0,36.37,1543377600.0,46.74,1543320000.0,32.6,1543377600.0,43.93,1543320000.0
1793,678aac95-d01b-4456-a89f-ab8b0594de00,1545009614.0,1.0,17.0,12.0,12/17/18 01:20,America/New_York,North Station,Fenway,Uber,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,11.5,3.05,1.0,42.3519,-71.0643,40.61,35.0, Rain , Rain throughout the day. ,0.1289,1.0,0.91,8.68,11.82,1545015600.0,2.629,43.7,1544990400.0,34.07,1545044400.0,38.29,1544986800.0,28.11,1545044400.0, rain ,38.14,1011.49,52.0,0.98,0.0,2.629,325.0,1544962119.0,1544994844.0,0.3,0.1261,1544979600.0,39.07,1544954400.0,43.7,1544990400.0,33.64,1545019200.0,38.29,1544986800.0
1794,b0888b28-ef80-4835-b169-84008c1f4d45,1545109810.0,5.0,18.0,12.0,12/18/18 05:10,America/New_York,South Station,Financial District,Lyft,lyft,Lyft,7.0,0.65,1.0,42.3519,-71.0643,36.27,29.5, Overcast , Mostly cloudy throughout the day. ,0.0,0.0,0.66,9.02,15.15,1545127200.0,7.357,32.91,1545159600.0,20.9,1545220800.0,22.87,1545159600.0,14.27,1545195600.0, cloudy ,26.11,1000.4,300.0,1.0,0.0,7.357,364.1,1545134994.0,1545167683.0,0.37,0.0029,1545152400.0,23.05,1545192000.0,37.96,1545109200.0,11.83,1545134400.0,31.85,1545109200.0
1795,0479db51-5d92-4b62-a4c8-cd04abfc57c5,1545028811.0,6.0,17.0,12.0,12/17/18 06:40,America/New_York,North Station,Fenway,Uber,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,30.5,3.05,1.0,42.3647,-71.0542,39.19,32.57, Possible Drizzle , Light rain in the morning. ,0.0071,0.56,0.91,10.16,12.56,1545022800.0,3.495,41.38,1545076800.0,23.98,1545138000.0,35.88,1545076800.0,11.86,1545134400.0, rain ,36.81,1005.65,34.0,1.0,0.0,3.495,330.5,1545048558.0,1545081257.0,0.33,0.0182,1545066000.0,34.25,1545044400.0,41.38,1545076800.0,28.3,1545044400.0,35.88,1545076800.0
1796,c8ab0946-f7d3-4f28-856e-6994dbfd9c05,1544736006.0,21.0,13.0,12.0,12/13/18 21:20,America/New_York,South Station,Back Bay,Lyft,lyft_lux,Lux Black,26.0,3.29,1.0,42.3429,-71.1003,32.6,32.6, Mostly Cloudy , Partly cloudy throughout the day. ,0.0,0.0,0.58,1.87,3.49,1544738400.0,10.0,33.78,1544731200.0,26.58,1544788800.0,33.11,1544731200.0,27.23,1544788800.0, partly-cloudy-night ,19.3,1034.39,130.0,0.71,0.0,10.0,328.9,1544702798.0,1544735614.0,0.21,0.0001,1544720400.0,17.85,1544688000.0,33.78,1544731200.0,13.73,1544688000.0,33.11,1544731200.0
1797,ccebfab8-3440-44ec-8f92-4e0da17eedfb,1543336224.0,16.0,27.0,11.0,11/27/18 16:30,America/New_York,South Station,Theatre District,Uber,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,27.5,1.3,1.0,42.3429,-71.1003,41.0,34.42, Overcast , Light rain in the morning. ,0.0,0.0,0.83,11.16,17.48,1543338000.0,9.285,46.24,1543320000.0,33.6,1543399200.0,43.32,1543320000.0,30.08,1543399200.0, cloudy ,36.27,989.5,258.0,1.0,1.0,9.285,333.5,1543319476.0,1543353358.0,0.68,0.143,1543338000.0,35.84,1543377600.0,46.24,1543320000.0,31.95,1543377600.0,43.32,1543320000.0
1798,ecc9811d-b8a2-4df0-a873-7ef9563d6642,1543430186.0,18.0,28.0,11.0,11/28/18 18:36,America/New_York,Boston University,Beacon Hill,Lyft,lyft_premier,Lux,19.5,2.67,1.0,42.3647,-71.0542,40.92,35.13, Overcast , Mostly cloudy throughout the day. ,0.0,0.0,0.64,9.21,15.03,1543431600.0,10.0,42.61,1543438800.0,37.6,1543489200.0,36.57,1543438800.0,32.12,1543478400.0, cloudy ,29.57,991.21,296.0,1.0,1.0,10.0,353.1,1543405936.0,1543439716.0,0.72,0.0,1543420800.0,33.85,1543399200.0,42.61,1543438800.0,30.03,1543399200.0,36.57,1543438800.0
1799,1f619842-7cab-4e38-90a7-7e58884647ec,1543838884.0,12.0,3.0,12.0,12/3/18 12:08,America/New_York,Back Bay,North End,Lyft,lyft,Lyft,10.5,2.99,1.0,42.3661,-71.0631,48.63,47.56, Overcast , Foggy in the morning. ,0.0,0.0,0.92,3.65,5.27,1543856400.0,4.767,57.04,1543852800.0,33.72,1543921200.0,56.37,1543852800.0,28.18,1543914000.0, cloudy ,46.37,1000.12,224.0,0.95,0.0,4.767,302.0,1543838258.0,1543871620.0,0.89,0.0004,1543852800.0,42.91,1543896000.0,57.04,1543852800.0,39.59,1543896000.0,56.37,1543852800.0
1800,bb6a61ec-4e34-4a61-aaeb-200baf686d70,1543474192.0,6.0,29.0,11.0,11/29/18 06:49,America/New_York,Haymarket Square,Financial District,Uber,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,10.5,0.99,1.0,42.3647,-71.0542,38.74,32.35, Mostly Cloudy , Partly cloudy throughout the day. ,0.0,0.0,0.69,9.42,13.28,1543514400.0,9.972,44.61,1543510800.0,28.79,1543579200.0,38.21,1543510800.0,26.41,1543575600.0, partly-cloudy-night ,29.33,1000.05,304.0,0.82,0.0,9.972,344.6,1543492402.0,1543526092.0,0.75,0.0,1543510800.0,35.35,1543550400.0,44.61,1543510800.0,31.14,1543550400.0,38.21,1543510800.0
1801,641ac253-9825-4c28-9cac-d517fc2db201,1543687385.0,18.0,1.0,12.0,12/1/18 18:03,America/New_York,North End,North Station,Lyft,lyft_plus,Lyft XL,11.0,1.07,1.0,42.3647,-71.0542,43.64,43.64, Partly Cloudy , Light rain in the morning and overnight. ,0.0,0.0,0.54,2.73,3.36,1543672800.0,9.88,44.66,1543690800.0,35.04,1543712400.0,43.99,1543690800.0,35.69,1543712400.0, partly-cloudy-day ,27.9,1022.86,303.0,0.3,1.0,9.88,274.8,1543665331.0,1543698851.0,0.82,0.0,1543683600.0,31.71,1543658400.0,44.66,1543690800.0,28.06,1543658400.0,43.99,1543690800.0
1802,0c174e14-28cd-4009-bcb7-d15d3cc1dd2f,1545129010.0,10.0,18.0,12.0,12/18/18 10:30,America/New_York,Financial District,Haymarket Square,Uber,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,8.5,1.25,1.0,42.3647,-71.0542,25.21,13.25, Mostly Cloudy , Mostly cloudy throughout the day. ,0.0,0.0,0.52,14.15,26.56,1545127200.0,9.734,32.8,1545159600.0,20.88,1545220800.0,22.69,1545159600.0,14.31,1545199200.0, partly-cloudy-night ,9.85,1005.95,316.0,0.77,0.0,9.734,366.5,1545134994.0,1545167678.0,0.37,0.0028,1545152400.0,23.23,1545192000.0,38.11,1545109200.0,11.86,1545134400.0,31.96,1545109200.0
1803,5684453d-d53e-404d-b81a-fffc763dacf1,1543451971.0,0.0,29.0,11.0,11/29/18 00:39,America/New_York,North Station,North End,Lyft,lyft_line,Shared,3.5,1.04,1.0,42.3503,-71.081,39.41,33.81, Mostly Cloudy , Mostly cloudy throughout the day. ,0.0,0.0,0.69,8.11,12.21,1543431600.0,9.996,42.72,1543438800.0,37.59,1543485600.0,36.75,1543438800.0,32.25,1543478400.0, partly-cloudy-night ,30.16,996.21,294.0,0.81,0.0,9.996,352.8,1543405940.0,1543439725.0,0.72,0.0,1543420800.0,33.82,1543399200.0,42.72,1543438800.0,30.19,1543399200.0,36.75,1543438800.0
1804,df9b7af7-af6e-404a-b266-97dbbf8cc569,1543273031.0,22.0,26.0,11.0,11/26/18 22:57,America/New_York,West End,Northeastern University,Uber,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,11.5,3.08,1.0,42.3503,-71.081,44.93,41.07, Possible Drizzle ," Rain until morning, starting again in the evening. ",0.0031,0.42,0.88,7.02,7.02,1543287600.0,9.967,46.46,1543255200.0,42.17,1543298400.0,43.81,1543251600.0,37.08,1543298400.0, rain ,41.58,1009.43,106.0,1.0,0.0,9.967,295.9,1543233004.0,1543266980.0,0.64,0.1245,1543251600.0,40.67,1543233600.0,46.46,1543255200.0,37.45,1543291200.0,43.81,1543251600.0
1805,58f0e846-5b29-43ab-9760-8ca9e48e0c78,1543336762.0,16.0,27.0,11.0,11/27/18 16:39,America/New_York,North Station,Fenway,Lyft,lyft_luxsuv,Lux Black XL,34.0,3.15,1.0,42.3429,-71.1003,41.0,34.42, Overcast , Light rain in the morning. ,0.0,0.0,0.83,11.16,17.48,1543338000.0,9.285,46.24,1543320000.0,33.6,1543399200.0,43.32,1543320000.0,30.08,1543399200.0, cloudy ,36.27,989.5,258.0,1.0,1.0,9.285,333.5,1543319476.0,1543353358.0,0.68,0.143,1543338000.0,35.84,1543377600.0,46.24,1543320000.0,31.95,1543377600.0,43.32,1543320000.0
1806,7acf0400-4a00-42e6-87ab-d35473aa9a0d,1543429208.0,18.0,28.0,11.0,11/28/18 18:20,America/New_York,West End,South Station,Lyft,lyft_luxsuv,Lux Black XL,27.5,1.74,1.0,42.3647,-71.0542,40.92,35.13, Overcast , Mostly cloudy throughout the day. ,0.0,0.0,0.64,9.21,15.03,1543431600.0,10.0,42.61,1543438800.0,37.6,1543489200.0,36.57,1543438800.0,32.12,1543478400.0, cloudy ,29.57,991.21,296.0,1.0,1.0,10.0,353.1,1543405936.0,1543439716.0,0.72,0.0,1543420800.0,33.85,1543399200.0,42.61,1543438800.0,30.03,1543399200.0,36.57,1543438800.0
1807,c8d268aa-f5bb-465e-8acc-bcf0fafa0366,1544817904.0,20.0,14.0,12.0,12/14/18 20:05,America/New_York,Haymarket Square,North Station,Lyft,lyft_premier,Lux,10.5,0.43,1.0,42.3588,-71.0707,45.35,43.63, Partly Cloudy , Partly cloudy throughout the day. ,0.0,0.0,0.57,3.84,4.05,1544846400.0,9.854,46.45,1544814000.0,40.89,1544832000.0,43.71,1544817600.0,38.78,1544835600.0, partly-cloudy-day ,30.89,1029.37,166.0,0.34,0.0,9.854,289.1,1544789239.0,1544822015.0,0.24,0.0,1544806800.0,27.07,1544788800.0,46.45,1544814000.0,27.72,1544788800.0,43.71,1544817600.0
1808,e5d26457-6de4-4b37-b4e0-643874d27ef3,1543367543.0,1.0,28.0,11.0,11/28/18 01:12,America/New_York,Beacon Hill,Haymarket Square,Uber,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,8.5,1.23,1.0,42.2148,-71.033,38.33,32.93, Clear , Light rain in the morning. ,0.0,0.0,0.75,7.33,7.33,1543334400.0,10.0,47.55,1543320000.0,33.1,1543402800.0,44.12,1543320000.0,29.11,1543392000.0, clear-night ,31.1,992.28,240.0,0.03,0.0,10.0,315.7,1543319437.0,1543353364.0,0.68,0.1064,1543338000.0,35.36,1543377600.0,47.55,1543320000.0,31.04,1543377600.0,44.12,1543320000.0
1809,419cdeb5-705c-4d50-8355-7d14d44d5c88,1544925308.0,1.0,16.0,12.0,12/16/18 01:55,America/New_York,Fenway,Beacon Hill,Lyft,lyft_premier,Lux,16.5,2.41,1.0,42.3661,-71.0631,42.19,39.27, Partly Cloudy , Mostly cloudy throughout the day. ,0.0,0.0,0.7,4.7,7.09,1544918400.0,9.922,54.47,1544896800.0,38.94,1544954400.0,53.8,1544896800.0,35.08,1544950800.0, partly-cloudy-night ,33.03,1024.34,44.0,0.19,0.0,9.922,297.4,1544875681.0,1544908425.0,0.27,0.0074,1544893200.0,39.54,1544929200.0,54.47,1544896800.0,36.46,1544929200.0,53.8,1544896800.0
1810,52b89c20-1da9-42e2-a812-9593d83d351a,1543538881.0,0.0,30.0,11.0,11/30/18 00:48,America/New_York,Theatre District,Fenway,Lyft,lyft_premier,Lux,22.5,3.16,1.0,42.3398,-71.0892,38.6,32.72, Clear , Partly cloudy throughout the day. ,0.0,0.0,0.62,8.3,11.14,1543514400.0,9.933,45.12,1543510800.0,28.54,1543579200.0,39.02,1543510800.0,29.03,1543557600.0, clear-night ,26.77,1010.96,319.0,0.12,0.0,9.933,299.7,1543492406.0,1543526105.0,0.75,0.0,1543510800.0,34.84,1543550400.0,45.12,1543510800.0,30.8,1543550400.0,39.02,1543510800.0
1811,81c904d5-5b7e-4eed-b2c4-bf1fecb61a6e,1543856878.0,17.0,3.0,12.0,12/3/18 17:07,America/New_York,West End,Northeastern University,Lyft,lyft_luxsuv,Lux Black XL,34.0,3.0,1.0,42.3505,-71.1054,54.59,54.59, Mostly Cloudy , Foggy in the morning. ,0.0,0.0,0.63,9.43,15.07,1543856400.0,10.0,56.89,1543852800.0,33.73,1543921200.0,56.22,1543852800.0,28.72,1543914000.0, partly-cloudy-day ,42.08,998.9,286.0,0.83,1.0,10.0,304.1,1543838265.0,1543871633.0,0.89,0.0004,1543852800.0,43.1,1543896000.0,56.89,1543852800.0,40.05,1543896000.0,56.22,1543852800.0
1812,60cade16-d5be-4fbf-bd49-db4872ec9980,1544762405.0,4.0,14.0,12.0,12/14/18 04:40,America/New_York,Financial District,Northeastern University,Uber,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,28.5,2.87,1.0,42.3559,-71.055,31.1,31.1, Overcast , Partly cloudy throughout the day. ,0.0,0.0,0.71,1.66,2.42,1544738400.0,9.849,33.96,1544731200.0,27.21,1544781600.0,32.95,1544734800.0,24.55,1544785200.0, cloudy ,22.68,1034.9,200.0,1.0,0.0,9.849,310.1,1544702790.0,1544735601.0,0.21,0.0001,1544716800.0,18.24,1544688000.0,33.96,1544731200.0,13.72,1544688000.0,32.95,1544734800.0
1813,a3045c56-5aba-4b28-8bca-c6995b1d61f0,1543785783.0,21.0,2.0,12.0,12/2/18 21:23,America/New_York,Haymarket Square,Beacon Hill,Lyft,lyft,Lyft,7.0,1.36,1.0,42.2148,-71.033,52.1,52.1, Possible Drizzle , Rain throughout the day. ,0.002,0.46,0.95,4.31,4.34,1543755600.0,3.894,52.86,1543788000.0,46.6,1543824000.0,52.19,1543788000.0,47.25,1543824000.0, rain ,50.67,1003.15,223.0,1.0,0.0,3.894,282.7,1543751761.0,1543785256.0,0.86,0.1055,1543770000.0,36.35,1543726800.0,52.86,1543788000.0,35.33,1543744800.0,52.19,1543788000.0
1814,9004ac98-7bec-403f-a778-bc0bf09a16c5,1543801378.0,1.0,3.0,12.0,12/3/18 01:42,America/New_York,Financial District,Fenway,Lyft,lyft_plus,Lyft XL,27.5,4.4,1.0,42.3647,-71.0542,47.93,47.93, Overcast , Light rain until evening. ,0.0,0.0,0.95,2.7,3.62,1543755600.0,4.315,50.99,1543788000.0,45.04,1543816800.0,50.32,1543788000.0,45.69,1543816800.0, cloudy ,46.66,1002.81,299.0,1.0,0.0,4.315,288.1,1543751794.0,1543785233.0,0.86,0.0888,1543770000.0,36.6,1543726800.0,50.99,1543788000.0,35.85,1543748400.0,50.32,1543788000.0
1815,e7200b84-3cb7-438d-ac9c-b8bd1e4f11fa,1544751010.0,1.0,14.0,12.0,12/14/18 01:30,America/New_York,Fenway,Beacon Hill,Lyft,lyft_luxsuv,Lux Black XL,30.0,2.41,1.0,42.3398,-71.0892,30.64,30.64, Overcast , Partly cloudy throughout the day. ,0.0,0.0,0.65,2.4,3.33,1544738400.0,10.0,33.88,1544731200.0,26.76,1544788800.0,32.93,1544734800.0,27.41,1544788800.0, cloudy ,20.26,1035.14,168.0,0.93,0.0,10.0,324.9,1544702795.0,1544735612.0,0.21,0.0001,1544716800.0,17.94,1544688000.0,33.88,1544731200.0,13.71,1544688000.0,32.93,1544734800.0
1816,eb966281-7b11-469b-88f3-1f356409e690,1543407248.0,12.0,28.0,11.0,11/28/18 12:14,America/New_York,Theatre District,North End,Lyft,lyft_premier,Lux,16.5,1.76,1.0,42.3588,-71.0707,36.53,32.06, Mostly Cloudy , Mostly cloudy throughout the day. ,0.0,0.0,0.71,5.42,6.95,1543431600.0,9.974,42.61,1543438800.0,37.64,1543485600.0,36.6,1543438800.0,32.23,1543478400.0, partly-cloudy-day ,28.14,991.36,261.0,0.54,0.0,9.974,347.5,1543405939.0,1543439721.0,0.72,0.0,1543420800.0,33.83,1543399200.0,42.61,1543438800.0,30.13,1543399200.0,36.6,1543438800.0
1817,12fc382d-9822-40bb-8126-675cb9638592,1543228510.0,10.0,26.0,11.0,11/26/18 10:35,America/New_York,Fenway,Financial District,Uber,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,23.5,4.42,1.0,42.3505,-71.1054,41.4,41.4, Foggy ," Rain until morning, starting again in the evening. ",0.0,0.0,0.92,1.81,1.81,1543287600.0,0.965,46.39,1543255200.0,42.15,1543298400.0,43.9,1543251600.0,37.23,1543298400.0, fog ,39.38,1015.41,2.0,1.0,0.0,0.965,298.3,1543233010.0,1543266986.0,0.64,0.1361,1543251600.0,40.61,1543233600.0,46.39,1543255200.0,37.55,1543291200.0,43.9,1543251600.0
1818,46aa83c4-71a7-4360-9673-e4cd20b46a96,1543425428.0,17.0,28.0,11.0,11/28/18 17:17,America/New_York,North End,Back Bay,Uber,6c84fd89-3f11-4782-9b50-97c468b19529,Black,26.0,3.61,1.0,42.3644,-71.0661,40.77,35.14, Overcast , Mostly cloudy throughout the day. ,0.0,0.0,0.63,8.76,14.9,1543431600.0,10.0,42.57,1543438800.0,37.37,1543489200.0,36.55,1543438800.0,31.91,1543478400.0, cloudy ,29.17,991.33,303.0,1.0,1.0,10.0,352.4,1543405938.0,1543439719.0,0.72,0.0,1543420800.0,33.7,1543399200.0,42.57,1543438800.0,29.94,1543399200.0,36.55,1543438800.0
1820,80f7b260-8950-48c7-a569-707c30f0aa36,1544787012.0,11.0,14.0,12.0,12/14/18 11:30,America/New_York,North End,Financial District,Uber,6c84fd89-3f11-4782-9b50-97c468b19529,Black,16.0,1.22,1.0,42.3559,-71.055,27.83,27.83, Partly Cloudy , Partly cloudy throughout the day. ,0.0,0.0,0.8,2.9,4.06,1544846400.0,9.666,46.63,1544814000.0,40.78,1544832000.0,43.84,1544817600.0,38.59,1544835600.0, partly-cloudy-night ,22.45,1034.02,194.0,0.29,0.0,9.666,293.1,1544789234.0,1544822012.0,0.24,0.0,1544806800.0,27.21,1544781600.0,46.63,1544814000.0,24.55,1544785200.0,43.84,1544817600.0
1821,72ae6b1b-c4f5-4a63-8d05-599870440663,1543797781.0,0.0,3.0,12.0,12/3/18 00:43,America/New_York,Northeastern University,Beacon Hill,Lyft,lyft,Lyft,9.0,2.44,1.0,42.3647,-71.0542,48.45,48.45, Overcast , Light rain until evening. ,0.0,0.0,0.95,2.74,3.14,1543755600.0,6.639,50.99,1543788000.0,45.04,1543816800.0,50.32,1543788000.0,45.69,1543816800.0, cloudy ,47.14,1002.76,286.0,1.0,0.0,6.639,287.9,1543751794.0,1543785233.0,0.86,0.0888,1543770000.0,36.6,1543726800.0,50.99,1543788000.0,35.85,1543748400.0,50.32,1543788000.0
1822,76cecc78-0f55-45c7-9803-d93ed43ad2df,1544949611.0,8.0,16.0,12.0,12/16/18 08:40,America/New_York,Boston University,North Station,Lyft,lyft_plus,Lyft XL,19.5,3.49,1.0,42.3644,-71.0661,39.67,35.0, Partly Cloudy , Rain throughout the day. ,0.0,0.0,0.72,6.57,9.01,1545015600.0,10.0,43.74,1544990400.0,34.07,1545044400.0,38.36,1544986800.0,28.17,1545044400.0, partly-cloudy-night ,31.38,1022.08,51.0,0.32,0.0,10.0,302.6,1544962122.0,1544994842.0,0.3,0.1246,1544979600.0,38.88,1544954400.0,43.74,1544990400.0,33.68,1545019200.0,38.36,1544986800.0
1823,2b20fdff-2dc8-4d50-8890-205740f5580a,1544930709.0,3.0,16.0,12.0,12/16/18 03:25,America/New_York,Financial District,South Station,Uber,6c84fd89-3f11-4782-9b50-97c468b19529,Black,16.0,0.39,1.0,42.3588,-71.0707,40.68,37.1, Clear , Mostly cloudy throughout the day. ,0.0,0.0,0.7,5.22,6.35,1544918400.0,10.0,54.29,1544896800.0,39.01,1544954400.0,53.62,1544896800.0,35.18,1544954400.0, clear-night ,31.67,1024.55,38.0,0.02,0.0,10.0,296.1,1544875681.0,1544908429.0,0.27,0.0077,1544893200.0,39.8,1544929200.0,54.29,1544896800.0,36.78,1544929200.0,53.62,1544896800.0
1824,941e1f03-d251-451b-977a-3c1e9d32514f,1545036310.0,8.0,17.0,12.0,12/17/18 08:45,America/New_York,Financial District,Fenway,Uber,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,20.0,4.48,1.0,42.2148,-71.033,37.83,30.56, Light Rain , Light rain in the morning and overnight. ,0.0216,1.0,0.91,10.88,10.88,1545022800.0,3.139,40.61,1545076800.0,24.07,1545130800.0,34.97,1545080400.0,12.04,1545134400.0, rain ,35.31,1004.44,356.0,1.0,0.0,3.139,332.2,1545048523.0,1545081282.0,0.33,0.0221,1545066000.0,34.19,1545048000.0,40.66,1545022800.0,27.39,1545044400.0,34.97,1545080400.0
1825,d6ff558c-7fe8-4a6b-91be-a4ac31651db4,1544813713.0,18.0,14.0,12.0,12/14/18 18:55,America/New_York,Northeastern University,West End,Uber,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,8.5,2.86,1.0,42.3519,-71.0551,45.82,43.61, Mostly Cloudy , Partly cloudy throughout the day. ,0.0,0.0,0.51,4.57,4.57,1544846400.0,9.898,46.65,1544814000.0,40.76,1544835600.0,43.86,1544817600.0,38.56,1544835600.0, partly-cloudy-day ,28.63,1029.95,165.0,0.56,1.0,9.898,288.5,1544789234.0,1544822013.0,0.24,0.0,1544806800.0,27.18,1544781600.0,46.65,1544814000.0,24.51,1544785200.0,43.86,1544817600.0
1826,4a0425d2-aab7-4be1-bdce-251ea0b042a9,1545068408.0,17.0,17.0,12.0,12/17/18 17:40,America/New_York,Boston University,Back Bay,Lyft,lyft,Lyft,7.0,1.49,1.0,42.2148,-71.033,37.71,31.92, Overcast , Light rain in the morning and overnight. ,0.0,0.0,0.9,7.78,7.78,1545022800.0,7.44,40.61,1545076800.0,24.07,1545130800.0,34.97,1545080400.0,12.04,1545134400.0, cloudy ,34.94,1001.22,305.0,1.0,1.0,7.44,328.6,1545048523.0,1545081282.0,0.33,0.0221,1545066000.0,34.19,1545048000.0,40.66,1545022800.0,27.39,1545044400.0,34.97,1545080400.0
